,No,B.Mudurluk,I.Mudurluk,I.Seflik,Il,Ilce,Day,Month,Year,Time,AnaNeden,TaliNeden,YananOrtu,YananTepe,YananAlan,Sicaklik,Dogu,Kuzey,Lon,Lat
9619,9619,KASTAMONU,TASKOPRU,TEKCAM,Kastamonu,Taskopru,13,7,2016,08:30,Mechul,Mechul,0.05,0,0.05,20,34 23 02,41 23 07,34.38388889,41.38527778
9620,9620,KASTAMONU,TASKOPRU,TEKCAM,Kastamonu,Taskopru,9,11,2016,17:00,Mechul,Mechul,0.1,0,0.1,0,34 40 45,41 37 56,34.67916667,41.63222222
9621,9621,KASTAMONU,TOSYA,AHLATDAG,Kastamonu,Tosya,14,7,2013,12:00,Ihmal Dikkatsizlik,Mechul,0.03,0,0.03,30,33 53 59,40 54 07,33.89972222,40.90194444
9622,9622,KASTAMONU,TOSYA,AHLATDAG,Kastamonu,Tosya,3,9,2014,14:00,Mechul,Mechul,0.05,0,0.05,35,33 59 57,40 53 56,33.99916667,40.89888889
9623,9623,KASTAMONU,TOSYA,AKSEKI,Kastamonu,Tosya,19,9,2013,14:00,Mechul,Mechul,0.5,1.5,2,26,34 12 17,41 03 48,34.20472222,41.06333333
9624,9624,KASTAMONU,TOSYA,AKSEKI,Kastamonu,Tosya,22,7,2014,14:00,Mechul,Mechul,0.02,0,0.02,28,34 11 15,41 07 40,34.1875,41.12777778
9625,9625,KASTAMONU,TOSYA,AKSEKI,Kastamonu,Tosya,17,8,2015,11:20,Mechul,Mechul,0.03,0,0.03,28,34 09 29,41 01 37,34.15805556,41.02694444
9626,9626,KASTAMONU,TOSYA,AKSEKI,Kastamonu,Tosya,14,7,2016,17:00,Mechul,Mechul,0,0.5,0.5,32,34 04 48,41 05 45,34.08,41.09583333
9627,9627,KASTAMONU,TOSYA,AKSEKI,Kastamonu,Tosya,8,3,2017,13:30,Mechul,Mechul,0.1,0,0.1,18,34 02 15,41 05 37,34.0375,41.09361111
9628,9628,KASTAMONU,TOSYA,AKSEKI,Kastamonu,Tosya,22,3,2017,12:00,Mechul,Mechul,0,1,1,11,34 08 24,41 01 32,34.14,41.02555556
9629,9629,KASTAMONU,TOSYA,CALDAG,Kastamonu,Tosya,10,7,2013,13:45,Mechul,Mechul,0.1,0,0.1,28,33 46 18,40 56 48,33.77166667,40.94666667
9630,9630,KASTAMONU,TOSYA,CALDAG,Kastamonu,Tosya,1,8,2015,20:45,Mechul,Mechul,0.01,0,0.01,24,33 51 57,41 00 02,33.86583333,41.00055556
9631,9631,KASTAMONU,TOSYA,CICEKLI,Kastamonu,Tosya,1,11,2013,15:45,Mechul,Mechul,0.3,0,0.3,18,34 10 07,40 55 26,34.16861111,40.92388889
9632,9632,KASTAMONU,TOSYA,CICEKLI,Kastamonu,Tosya,28,9,2015,19:15,Mechul,Mechul,0.07,0,0.07,12,34 08 02,40 51 35,34.13388889,40.85972222
9633,9633,KASTAMONU,TOSYA,DEDEMDAG,Kastamonu,Tosya,22,7,2013,03:00,Mechul,Mechul,0.02,0,0.02,15,34 11 30,40 58 10,34.19166667,40.96944444
9634,9634,KASTAMONU,TOSYA,DEDEMDAG,Kastamonu,Tosya,12,9,2013,16:15,Ihmal Dikkatsizlik,Aniz,1,0,1,28,34 10 21,40 56 17,34.1725,40.93805556
9635,9635,KASTAMONU,TOSYA,KOSDAG,Kastamonu,Tosya,19,8,2013,13:30,Mechul,Mechul,0.25,0,0.25,27,34 15 37,40 59 11,34.26027778,40.98638889
9636,9636,KASTAMONU,TOSYA,KOSDAG,Kastamonu,Tosya,27,6,2014,21:30,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,20,34 17 10,41 02 26,34.28611111,41.04055556
9637,9637,KASTAMONU,TOSYA,KOSDAG,Kastamonu,Tosya,11,7,2014,21:30,Kaza,Elektrik,0.01,0,0.01,19,34 15 37,41 02 30,34.26027778,41.04166667
9638,9638,KASTAMONU,TOSYA,KOSDAG,Kastamonu,Tosya,6,10,2017,14:40,Mechul,Mechul,0.3,0,0.3,18,34 18 53,40 59 35,34.31472222,40.99305556
9639,9639,KASTAMONU,TOSYA,TOSYA,Kastamonu,Merkez,20,7,2013,15:10,Kaza,Diger,0.5,0,0.5,29,33 59 08,40 59 05,33.98555556,40.98472222
9640,9640,KASTAMONU,TOSYA,TOSYA,Kastamonu,Tosya,18,7,2016,12:00,Mechul,Mechul,0.2,0,0.2,30,33 59 40,41 05 25,33.99444444,41.09027778
9641,9641,KASTAMONU,TOSYA,TOSYA,Kastamonu,Tosya,18,7,2016,16:50,Mechul,Mechul,0.02,0,0.02,24,34 01 13,41 01 40,34.02027778,41.02777778
9642,9642,KASTAMONU,TOSYA,YESILGOL,Kastamonu,Tosya,24,2,2014,12:00,Mechul,Mechul,0,0,0,0,34 04 50,40 54 59,34.08055556,40.91638889
9643,9643,KASTAMONU,TOSYA,YESILGOL,Kastamonu,Tosya,29,7,2014,18:00,Mechul,Mechul,0.1,0,0.1,30,34 05 07,40 53 29,34.08527778,40.89138889
9644,9644,KASTAMONU,TOSYA,YESILGOL,Kastamonu,Tosya,8,9,2017,12:30,Mechul,Mechul,0.1,0,0.1,21,34 04 07,40 52 19,34.06861111,40.87194444
9645,9645,KASTAMONU,TOSYA,YESILGOL,Kastamonu,Tosya,20,9,2017,16:30,Dogal Yildirim,Dogal/Yildirim,0.5,0,0.5,31,34 03 34,40 50 03,34.05944444,40.83416667
9646,9646,KASTAMONU,TURKELI,GOKCEALAN,Sinop,Turkeli,28,1,2015,16:30,Mechul,Mechul,0.05,0,0.05,12,34 21 46,41 51 35,34.36277778,41.85972222
9647,9647,KASTAMONU,TURKELI,KAZKOY,Sinop,Turkeli,8,2,2013,17:00,Mechul,-,0.5,0,0.5,12,34 32 18,41 52 00,34.53833333,41.86666667
9648,9648,KASTAMONU,TURKELI,TURKELI,Sinop,Turkeli,6,11,2013,14:45,Ihmal Dikkatsizlik,Coban Atesi,1,0,1,19,34 20 06,41 56 38,34.335,41.94388889
9649,9649,KASTAMONU,TURKELI,TURKELI,Sinop,Turkeli,15,1,2014,11:15,Mechul,Mechul,0.05,0,0.05,17,34 27 36,41 56 12,34.46,41.93666667
9650,9650,KAYSERI,AKDAGMADENI,AKCAKISLA,Yozgat,Akdagmadeni,9,9,2013,15:00,Mechul,Mechul,1,0,1,0,35 44 26,39 35 28,35.74055556,39.59111111
9651,9651,KAYSERI,AKDAGMADENI,AKCAKISLA,Yozgat,Akdagmadeni,4,9,2015,19:25,Mechul,Mechul,1,0,1,25,35 38 51,39 37 48,35.6475,39.63
9652,9652,KAYSERI,AKDAGMADENI,AKCAKISLA,Yozgat,Akdagmadeni,2,3,2016,13:00,Mechul,Mechul,0.05,0,0.05,0,35 39 10,39 32 29,35.65277778,39.54138889
9653,9653,KAYSERI,AKDAGMADENI,AKCAKISLA,Yozgat,Sarikaya,21,8,2016,15:40,Ihmal Dikkatsizlik,Aniz,9,0,9,35,35 33 53,39 37 53,35.56472222,39.63138889
9654,9654,KAYSERI,AKDAGMADENI,BASCATAK,Yozgat,Akdagmadeni,29,9,2015,21:50,Mechul,Mechul,0.3,0,0.3,25,35 52 54,39 36 40,35.88166667,39.61111111
9655,9655,KAYSERI,AKDAGMADENI,BOZHUYUK,Yozgat,Akdagmadeni,20,8,2016,14:00,Mechul,Mechul,0,5.6,5.6,34,36 06 51,39 35 55,36.11416667,39.59861111
9656,9656,KAYSERI,AKDAGMADENI,KADIPINARI,Yozgat,Akdagmadeni,20,9,2013,16:45,Mechul,Mechul,0.1,0,0.1,15,35 53 05,39 39 10,35.88472222,39.65277778
9657,9657,KAYSERI,AKDAGMADENI,KADIPINARI,Yozgat,Akdagmadeni,27,9,2013,17:40,Mechul,Mechul,2,0,2,21,35 44 41,39 39 18,35.74472222,39.655
9658,9658,KAYSERI,AKDAGMADENI,KADIPINARI,Yozgat,Akdagmadeni,3,7,2017,13:00,Mechul,Mechul,0.1,0,0.1,34,35 43 30,39 38 07,35.725,39.63527778
9659,9659,KAYSERI,AKDAGMADENI,UCKARAAGAC,Yozgat,Akdagmadeni,3,9,2015,14:00,Mechul,Mechul,1,0,1,0,35 59 34,39 46 05,35.99277778,39.76805556
9660,9660,KAYSERI,AKDAGMADENI,UCKARAAGAC,Yozgat,Akdagmadeni,11,8,2016,14:30,Mechul,Mechul,0.82,0,0.82,34,36 05 22,39 41 25,36.08944444,39.69027778
9661,9661,KAYSERI,KAYSERI,BURHANIYE,Kayseri,Yahyali,14,9,2014,13:00,Mechul,Mechul,0,0.4,0.4,28,35 32 53,38 02 10,35.54805556,38.03611111
9662,9662,KAYSERI,KAYSERI,BURHANIYE,Kayseri,Yahyali,14,11,2014,17:00,Dogal Yildirim,Dogal/Yildirim,3,0,3,10,35 26 32,37 45 46,35.44222222,37.76277778
9663,9663,KAYSERI,KAYSERI,BURHANIYE,Kayseri,Yahyali,11,9,2015,13:30,Mechul,Mechul,0.5,0,0.5,0,35 34 13,37 52 38,35.57027778,37.87722222
9664,9664,KAYSERI,KAYSERI,BURHANIYE,Kayseri,Yahyali,23,9,2015,12:15,Mechul,Mechul,0.5,0,0.5,0,35 38 48,38 00 43,35.64666667,38.01194444
9665,9665,KAYSERI,KAYSERI,BURHANIYE,Kayseri,Yahyali,10,7,2017,11:45,Mechul,Mechul,0,2,2,26,35 27 49,37 45 29,35.46361111,37.75805556
9666,9666,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,10,7,2013,14:30,Ihmal Dikkatsizlik,Aniz,5,0,5,0,35 55 56,38 08 54,35.93222222,38.14833333
9667,9667,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,13,7,2013,17:00,Mechul,Mechul,1,0,1,0,35 37 57,38 02 26,35.6325,38.04055556
9668,9668,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,14,8,2013,15:40,Mechul,Mechul,0.3,0,0.3,30,35 29 29,38 26 15,35.49138889,38.4375
9669,9669,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,25,8,2013,15:10,Kaza,Diger,2,0,2,28,35 18 40,38 34 35,35.31111111,38.57638889
9670,9670,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,30,8,2013,12:00,Mechul,Mechul,0.5,0,0.5,0,35 46 37,38 03 37,35.77694444,38.06027778
9671,9671,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,25,9,2013,14:00,Ihmal Dikkatsizlik,Aniz,1.77,0,1.77,0,35 56 48,38 10 37,35.94666667,38.17694444
9672,9672,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,29,9,2013,16:15,Mechul,Mechul,2,0,2,0,35 22 32,38 27 47,35.37555556,38.46305556
9673,9673,KAYSERI,KAYSERI,DEVELI,Kayseri,Incesu,1,10,2013,17:45,Mechul,Mechul,0.5,0,0.5,0,35 18 45,38 34 34,35.3125,38.57611111
9674,9674,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,3,9,2014,16:35,Mechul,Mechul,1,0,1,32,35 22 30,38 29 02,35.375,38.48388889
9675,9675,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,27,7,2015,12:50,Mechul,Mechul,0.1,0,0.1,31,35 46 40,38 09 48,35.77777778,38.16333333
9676,9676,KAYSERI,KAYSERI,DEVELI,Kayseri,Tomarza,12,7,2016,10:30,Mechul,Mechul,0.5,0,0.5,31,36 07 38,38 24 37,36.12722222,38.41027778
9677,9677,KAYSERI,KAYSERI,DEVELI,Kayseri,Incesu,16,7,2016,16:15,Mechul,Mechul,2,0,2,0,35 13 08,38 44 27,35.21888889,38.74083333
9678,9678,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,16,8,2016,16:00,Mechul,Mechul,2,0,2,0,35 57 06,38 15 08,35.95166667,38.25222222
9679,9679,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,6,9,2016,15:30,Ihmal Dikkatsizlik,Aniz,6.4,0,6.4,31,35 19 14,38 31 56,35.32055556,38.53222222
9680,9680,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,6,9,2016,17:00,Mechul,Mechul,2,0,2,31,35 56 04,38 10 42,35.93444444,38.17833333
9681,9681,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,9,9,2016,14:30,Mechul,Mechul,2,0,2,0,35 46 26,38 03 45,35.77388889,38.0625
9682,9682,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,10,9,2016,13:45,Mechul,Mechul,0.3,0,0.3,0,35 29 27,38 23 18,35.49083333,38.38833333
9683,9683,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,10,9,2016,15:45,Mechul,Mechul,3,2,5,0,35 46 32,38 04 50,35.77555556,38.08055556
9684,9684,KAYSERI,KAYSERI,DEVELI,Kayseri,Develi,25,9,2017,13:35,Mechul,Mechul,2.7,0.1,2.8,0,35 58 18,38 11 33,35.97166667,38.1925
9685,9685,KAYSERI,KAYSERI,KAYSERI,Kayseri,Hacilar,29,6,2013,12:15,Mechul,Mechul,2,0,2,35,35 24 10,38 36 46,35.40277778,38.61277778
9686,9686,KAYSERI,KAYSERI,KAYSERI,Kayseri,Kocasinan,12,8,2013,15:15,Mechul,Mechul,3,0,3,34,35 36 05,38 54 18,35.60138889,38.905
9687,9687,KAYSERI,KAYSERI,KAYSERI,Kayseri,Talas,7,9,2013,15:40,Ihmal Dikkatsizlik,Piknik Atesi,1.5,0,1.5,26,35 33 48,38 39 56,35.56333333,38.66555556
9688,9688,KAYSERI,KAYSERI,KAYSERI,Kayseri,Kocasinan,29,9,2013,16:25,Mechul,Mechul,0.2,0,0.2,36,35 25 34,38 55 07,35.42611111,38.91861111
9689,9689,KAYSERI,KAYSERI,KAYSERI,Kayseri,Felahiye,17,10,2013,13:05,Mechul,Mechul,2,0,2,33,35 29 07,38 59 54,35.48527778,38.99833333
9690,9690,KAYSERI,KAYSERI,KAYSERI,Kayseri,Merkez,5,5,2014,15:30,Mechul,Mechul,0.5,0,0.5,24,35 23 35,38 44 03,35.39305556,38.73416667
9691,9691,KAYSERI,KAYSERI,KAYSERI,Kayseri,Melikgazi,30,7,2014,14:15,Mechul,Mechul,11,0,11,38,35 23 32,38 42 16,35.39222222,38.70444444
9692,9692,KAYSERI,KAYSERI,KAYSERI,Kayseri,Melikgazi,17,8,2014,16:10,Mechul,Mechul,2,0,2,39,35 23 24,38 43 22,35.39,38.72277778
9693,9693,KAYSERI,KAYSERI,KAYSERI,Kayseri,Talas,21,8,2014,16:00,Mechul,Mechul,6,0,6,35,35 33 03,38 40 16,35.55083333,38.67111111
9694,9694,KAYSERI,KAYSERI,KAYSERI,Kayseri,Talas,25,7,2015,18:35,Mechul,Mechul,0.02,0,0.02,35,35 32 18,38 40 07,35.53833333,38.66861111
9695,9695,KAYSERI,KAYSERI,KAYSERI,Kayseri,Talas,23,4,2016,13:45,Mechul,Mechul,0,3.4,3.4,18,35 32 39,38 40 08,35.54416667,38.66888889
9696,9696,KAYSERI,KAYSERI,KAYSERI,Kayseri,Melikgazi,15,8,2016,13:25,Mechul,Mechul,0.33,0,0.33,29,35 29 53,38 36 38,35.49805556,38.61055556
9697,9697,KAYSERI,KAYSERI,KAYSERI,Kayseri,Melikgazi,21,8,2016,09:10,Mechul,Mechul,1.1,0,1.1,35,35 30 18,38 37 05,35.505,38.61805556
9698,9698,KAYSERI,KAYSERI,KAYSERI,Kayseri,Hacilar,22,8,2016,13:00,Mechul,Mechul,3.4,0,3.4,34,35 22 32,38 38 29,35.37555556,38.64138889
9699,9699,KAYSERI,KAYSERI,KAYSERI,Kayseri,Melikgazi,29,8,2016,15:30,Mechul,Mechul,0.5,0,0.5,35,35 29 51,38 37 08,35.4975,38.61888889
9700,9700,KAYSERI,KAYSERI,KAYSERI,Kayseri,Kocasinan,11,9,2016,13:50,Mechul,Mechul,2.2,0,2.2,30,35 38 30,39 00 48,35.64166667,39.01333333
9701,9701,KAYSERI,KAYSERI,KAYSERI,Kayseri,Felahiye,26,10,2016,15:15,Mechul,Mechul,4,1,5,14,35 35 46,39 08 32,35.59611111,39.14222222
9702,9702,KAYSERI,KAYSERI,KAYSERI,Kayseri,Melikgazi,31,10,2016,16:45,Mechul,Mechul,0.66,0,0.66,9,35 29 32,38 35 54,35.49222222,38.59833333
9703,9703,KAYSERI,KAYSERI,KAYSERI,Kayseri,Hacilar,23,11,2016,23:50,Mechul,Mechul,5,1,6,10,35 19 19,38 34 24,35.32194444,38.57333333
9704,9704,KAYSERI,KAYSERI,KAYSERI,Kayseri,Melikgazi,25,7,2017,14:20,Mechul,Mechul,10,10,20,0,35 24 15,38 42 47,35.40416667,38.71305556
9705,9705,KAYSERI,KAYSERI,KAYSERI,Kayseri,Talas,12,8,2017,19:40,Mechul,Mechul,1.5,0,1.5,0,35 33 02,38 40 11,35.55055556,38.66972222
9706,9706,KAYSERI,KAYSERI,KAYSERI,Kayseri,Hacilar,14,8,2017,17:00,Mechul,Mechul,1,0,1,0,35 24 07,38 38 27,35.40194444,38.64083333
9707,9707,KAYSERI,KAYSERI,KAYSERI,Kayseri,Talas,22,8,2017,12:30,Mechul,Mechul,0.53,0,0.53,0,35 32 35,38 40 21,35.54305556,38.6725
9708,9708,KAYSERI,KAYSERI,KAYSERI,Kayseri,Incesu,4,9,2017,12:15,Mechul,Mechul,5,0,5,0,35 20 54,38 37 27,35.34833333,38.62416667
9709,9709,KAYSERI,KAYSERI,KAYSERI,Kayseri,Merkez,13,9,2017,08:00,Mechul,Mechul,0.5,0,0.5,0,35 41 46,39 00 27,35.69611111,39.0075
9710,9710,KAYSERI,KAYSERI,PINARBASI,Kayseri,Sariz,12,9,2013,11:50,Mechul,Mechul,3,0,3,35,36 24 48,38 27 11,36.41333333,38.45305556
9711,9711,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,3,7,2014,14:20,Mechul,Mechul,0.1,0,0.1,31,36 19 49,38 33 01,36.33027778,38.55027778
9712,9712,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,9,9,2014,18:00,Mechul,Mechul,1,0,1,21,36 27 57,38 18 31,36.46583333,38.30861111
9713,9713,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,8,9,2015,14:15,Ihmal Dikkatsizlik,Aniz,0.05,0,0.05,25,36 24 59,38 43 14,36.41638889,38.72055556
9714,9714,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,9,9,2015,11:00,Ihmal Dikkatsizlik,Aniz,3,0,3,30,36 17 45,38 32 56,36.29583333,38.54888889
9715,9715,KAYSERI,KAYSERI,PINARBASI,Kayseri,Sariz,9,9,2015,16:00,Ihmal Dikkatsizlik,Aniz,3,0,3,25,36 30 56,38 22 57,36.51555556,38.3825
9716,9716,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,28,9,2015,14:00,Mechul,Mechul,1,0,1,24,36 19 09,38 30 54,36.31916667,38.515
9717,9717,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,28,9,2015,16:00,Mechul,Mechul,1,0,1,25,36 19 07,38 26 09,36.31861111,38.43583333
9718,9718,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,25,12,2015,16:00,Mechul,Mechul,1,0,1,0,36 26 43,38 37 37,36.44527778,38.62694444
9719,9719,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,4,4,2016,17:50,Ihmal Dikkatsizlik,Aniz,0,5,5,18,36 26 26,38 48 29,36.44055556,38.80805556
9720,9720,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,19,7,2016,16:50,Ihmal Dikkatsizlik,Piknik Atesi,2,0,2,32,36 32 26,38 42 19,36.54055556,38.70527778
9721,9721,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,23,7,2016,15:00,Mechul,Mechul,0.2,0,0.2,29,36 27 35,38 45 07,36.45972222,38.75194444
9722,9722,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,29,7,2016,19:00,Ihmal Dikkatsizlik,Aniz,1,0,1,26,36 38 10,38 33 31,36.63611111,38.55861111
9723,9723,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,3,8,2016,12:15,Ihmal Dikkatsizlik,Aniz,1,0,1,25,36 19 15,38 30 26,36.32083333,38.50722222
9724,9724,KAYSERI,KAYSERI,PINARBASI,Kayseri,Sariz,4,8,2016,17:15,Ihmal Dikkatsizlik,Aniz,6,0,6,26,36 38 10,38 33 31,36.63611111,38.55861111
9725,9725,KAYSERI,KAYSERI,PINARBASI,Kayseri,Akkisla,23,8,2016,13:20,Ihmal Dikkatsizlik,Piknik Atesi,1.5,0,1.5,32,36 18 17,39 02 18,36.30472222,39.03833333
9726,9726,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,12,10,2016,14:30,Ihmal Dikkatsizlik,Sigara,1,0,1,24,36 28 16,38 40 39,36.47111111,38.6775
9727,9727,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,29,10,2016,13:15,Ihmal Dikkatsizlik,Avcilik,2,0,2,15,36 12 39,38 43 19,36.21083333,38.72194444
9728,9728,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,12,11,2016,21:30,Ihmal Dikkatsizlik,Aniz,1,0,1,25,36 36 35,38 26 45,36.60972222,38.44583333
9729,9729,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,28,11,2016,22:00,Ihmal Dikkatsizlik,Aniz,0.5,0,0.5,5,36 15 56,38 42 03,36.26555556,38.70083333
9730,9730,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,11,7,2017,12:10,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,31,36 28 57,38 51 32,36.4825,38.85888889
9731,9731,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,12,7,2017,14:00,Mechul,Mechul,0.1,0,0.1,30,36 23 37,38 42 43,36.39361111,38.71194444
9732,9732,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,7,8,2017,15:00,Ihmal Dikkatsizlik,Aniz,0.2,0,0.2,32,36 36 46,38 27 28,36.61277778,38.45777778
9733,9733,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,8,8,2017,13:30,Ihmal Dikkatsizlik,Aniz,1,0,1,30,36 26 18,38 21 35,36.43833333,38.35972222
9734,9734,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,11,9,2017,14:00,Ihmal Dikkatsizlik,Aniz,0,1,1,32,36 28 11,38 36 24,36.46972222,38.60666667
9735,9735,KAYSERI,KAYSERI,PINARBASI,Kayseri,Pinarbasi,16,9,2017,12:30,Ihmal Dikkatsizlik,Aniz,0.2,0,0.2,32,36 24 53,38 36 05,36.41472222,38.60138889
9736,9736,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,26,7,2013,11:30,Mechul,Mechul,1,0,1,0,35 22 02,37 47 18,35.36722222,37.78833333
9737,9737,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,30,8,2013,14:50,Mechul,Mechul,0.7,0,0.7,34,35 20 15,38 06 29,35.3375,38.10805556
9738,9738,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,29,9,2013,15:00,Mechul,Mechul,8,0,8,23,35 27 20,37 58 54,35.45555556,37.98166667
9739,9739,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,6,8,2014,16:32,Mechul,Mechul,0.5,0,0.5,34,35 27 15,38 01 24,35.45416667,38.02333333
9740,9740,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,14,8,2014,12:40,Mechul,Mechul,0.01,0,0.01,33,35 16 56,38 04 00,35.28222222,38.06666667
9741,9741,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,19,7,2015,12:00,Ihmal Dikkatsizlik,Aniz,1,0,1,29,35 30 53,38 10 11,35.51472222,38.16972222
9742,9742,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,10,9,2015,16:10,Mechul,Mechul,2,0,2,0,35 25 58,38 02 29,35.43277778,38.04138889
9743,9743,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,19,9,2015,16:15,Mechul,Mechul,0.5,0,0.5,0,35 26 21,38 01 02,35.43916667,38.01722222
9744,9744,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,20,9,2015,14:00,Mechul,Mechul,5,0,5,0,35 18 38,38 03 21,35.31055556,38.05583333
9745,9745,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,2,8,2016,22:45,Ihmal Dikkatsizlik,Aniz,0.05,0,0.05,18,35 22 18,38 06 57,35.37166667,38.11583333
9746,9746,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,9,8,2016,16:30,Ihmal Dikkatsizlik,Aniz,2.5,0,2.5,29,35 34 10,38 08 57,35.56944444,38.14916667
9747,9747,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,23,8,2016,13:05,Mechul,Mechul,0,2.3,2.3,0,35 20 25,38 06 08,35.34027778,38.10222222
9748,9748,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,18,9,2016,20:45,Ihmal Dikkatsizlik,Aniz,3,0,3,0,35 23 56,38 00 29,35.39888889,38.00805556
9749,9749,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,19,9,2016,14:45,Ihmal Dikkatsizlik,Aniz,2.5,0,2.5,31,35 17 39,38 07 46,35.29416667,38.12944444
9750,9750,KAYSERI,KAYSERI,YAHYALI,Kayseri,Yahyali,30,6,2017,17:00,Ihmal Dikkatsizlik,Piknik Atesi,2,0,2,32,35 21 11,37 47 10,35.35305556,37.78611111
9751,9751,KAYSERI,NEVSEHIR,NEVSEHIR,Nevsehir,Acigol,4,8,2013,17:45,Ihmal Dikkatsizlik,Coban Atesi,2,1,3,28,34 31 51,38 27 11,34.53083333,38.45305556
9752,9752,KAYSERI,NEVSEHIR,NEVSEHIR,Aksaray,Gulagac,25,8,2013,16:00,Ihmal Dikkatsizlik,Piknik Atesi,27,3,30,29,34 27 18,38 23 02,34.455,38.38388889
9753,9753,KAYSERI,NEVSEHIR,NEVSEHIR,Nevsehir,Urgup,16,9,2013,14:00,Mechul,Mechul,2,0,2,26,35 02 00,38 33 00,35.03333333,38.55
9754,9754,KAYSERI,NEVSEHIR,NEVSEHIR,Nevsehir,Derinkuyu,25,8,2016,18:00,Mechul,Mechul,4.2,0,4.2,0,34 34 40,38 27 03,34.57777778,38.45083333
9755,9755,KAYSERI,NEVSEHIR,NEVSEHIR,Nevsehir,Avanos,4,4,2017,15:00,Ihmal Dikkatsizlik,Aniz,3.2,0,3.2,15,34 52 19,38 44 22,34.87194444,38.73944444
9756,9756,KAYSERI,NEVSEHIR,NEVSEHIR,Nevsehir,Acigol,19,9,2017,12:00,Ihmal Dikkatsizlik,Aniz,0,15,15,32,34 30 16,38 31 15,34.50444444,38.52083333
9757,9757,KAYSERI,NIGDE,NIGDE,Nigde,Merkez,21,6,2013,19:30,Mechul,Mechul,1,0,1,31,34 36 07,37 55 34,34.60194444,37.92611111
9758,9758,KAYSERI,NIGDE,NIGDE,Nigde,Bor,22,6,2013,14:00,Mechul,Mechul,2,0,2,27,34 50 55,37 44 00,34.84861111,37.73333333
9759,9759,KAYSERI,NIGDE,NIGDE,Nigde,Bor,27,6,2013,10:45,Mechul,Mechul,2,0,2,33,34 51 00,37 43 57,34.85,37.7325
9760,9760,KAYSERI,NIGDE,NIGDE,Nigde,Merkez,27,6,2013,11:30,Mechul,Mechul,1,0,1,0,34 36 15,37 55 26,34.60416667,37.92388889
